payment_id,customer_id,amount,currency,payment_method,payment_status,failure_reason,attempt_number,previous_successes,previous_failures,customer_tenure_days,time_since_failure_minutes,historical_recovery_rate,recoverable_ground_truth,expected_recovery_action,simulated_recovery_outcome,simulated_recovered_amount,created_at
f7776b24-e284-47b7-8749-0d1421412a60,be08d48c-4fb2-4c75-a081-4a1c6653eb1b,956000,INR,CARD,failed,OTHER,1,14,0,103,854,0.55,FALSE,NO_ACTION,FAILURE,0,2026-08-30T06:07:50.038603
358ea15f-26bd-4830-9695-9d844652c7f4,3ebd9f20-6be6-4b59-93af-34ee7d6c885a,1681100,INR,UPI,failed,INSUFFICIENT_FUNDS,3,8,4,874,760,0.17,FALSE,NO_ACTION,FAILURE,0,2026-08-30T07:41:50.038618
936cf2c2-28ff-4b9c-81b6-3ac6c8c030b3,9372b343-d16f-4091-b250-932502c8540d,347700,INR,UPI,failed,CUSTOMER_ABANDONED,1,1,0,556,150,0.25,TRUE,PAYMENT_LINK,SUCCESS,347700,2026-08-30T17:51:50.038634
379b7664-efa9-4076-b2c1-4566fe22f9f1,b87127f6-2313-44f7-8407-d15a9715fa50,1432200,INR,UPI,failed,INVALID_PAYMENT_STATE,1,4,1,156,32,0.27,FALSE,NO_ACTION,FAILURE,0,2026-08-30T19:49:50.038650
e636f3bd-849c-4256-9cf4-29060b009c4d,56470734-f20d-4ef3-9f5b-3ca8bca8bf51,778800,INR,CARD,failed,CUSTOMER_ABANDONED,3,13,2,384,1425,0.58,FALSE,NO_ACTION,FAILURE,0,2026-08-29T20:36:50.038665
ccbd3a88-eee9-4775-8640-38e3a7d91c32,b156a7e5-9195-40a3-9983-049a8b475b5c,1578400,INR,UPI,failed,CUSTOMER_ABANDONED,1,13,2,221,1093,0.62,FALSE,NO_ACTION,FAILURE,0,2026-08-30T02:08:50.038683
78439dd2-5c7f-40c4-9401-f800f26d65c2,ea1bce29-3c1f-4849-bd9f-88c93903f2cc,3370700,INR,NETBANKING,failed,NETWORK_ERROR,2,3,2,6,962,0.71,TRUE,RETRY,SUCCESS,3370700,2026-08-30T04:19:50.038698
a47bf304-35d7-4f5c-9d81-d4997afa47ff,3942584b-1938-4745-8eb9-174b0cb8941c,2722700,INR,UPI,failed,INVALID_PAYMENT_STATE,2,17,6,948,34,0.31,FALSE,NO_ACTION,FAILURE,0,2026-08-30T19:47:50.038714
6e72a065-037c-43f0-a30d-8a9e11640f2a,fe45d483-affe-4305-9e49-d88355c5b2bc,4728600,INR,UPI,failed,BANK_TIMEOUT,1,2,0,677,778,0.56,TRUE,RETRY,SUCCESS,4728600,2026-08-30T07:23:50.038732
67edf730-1c96-4eed-b0ee-1cb872da9451,4767b2f6-adf1-4a14-9255-897cd78dab36,2222200,INR,UPI,failed,PAYMENT_EXPIRED,3,15,8,676,1315,0.69,FALSE,NO_ACTION,FAILURE,0,2026-08-29T22:26:50.038748
59654f40-f11e-42dc-8c57-3335e9c6ebdc,2efef1d7-0058-4aee-894c-7e4c515a5e6c,2318000,INR,UPI,failed,CUSTOMER_ABANDONED,1,20,7,101,1111,0.89,TRUE,PAYMENT_LINK,SUCCESS,2318000,2026-08-30T01:50:50.038764
17dddec5-3ac0-44d8-b58c-084a0d758b73,ae94b65f-b296-4556-aecd-c98b4563ee81,497100,INR,NETBANKING,failed,CUSTOMER_ABANDONED,2,4,2,761,845,0.21,FALSE,NO_ACTION,FAILURE,0,2026-08-30T06:16:50.038780
23adb822-4ac8-4d2b-b4e4-6171f51887cd,1a981cd8-ff4c-40a4-8dfa-f1ada070c1ff,4644500,INR,UPI,failed,BANK_TIMEOUT,1,12,5,512,124,0.59,TRUE,RETRY,SUCCESS,4644500,2026-08-30T18:17:50.038795
a945717e-a8de-4401-afaa-4bfa69333ac4,9f297c1d-e554-4630-9339-39fc0df5cba1,4330600,INR,UPI,failed,BANK_TIMEOUT,1,20,2,989,25,0.11,TRUE,RETRY,SUCCESS,4330600,2026-08-30T19:56:50.038810
194009ff-1212-42a2-9b00-a213e4ef2daf,c2856fd8-4bcc-4438-9778-27126346aaed,122300,INR,UPI,failed,CUSTOMER_ABANDONED,1,14,2,837,368,0.19,FALSE,NO_ACTION,FAILURE,0,2026-08-30T14:13:50.038825
921ec6e7-76eb-4c96-b981-e30864c1ba28,25ba156d-6c2e-4f4f-92b0-caf33eab66a7,1589200,INR,UPI,failed,INSUFFICIENT_FUNDS,2,15,7,249,548,0.74,FALSE,NO_ACTION,FAILURE,0,2026-08-30T11:13:50.038843
af714696-feed-4262-b030-5fb09a682307,b4641990-4d6b-48a9-b365-eadaff879bdc,3018000,INR,UPI,failed,OTHER,1,11,1,7,1401,0.76,FALSE,NO_ACTION,FAILURE,0,2026-08-29T21:00:50.038858
c26db387-c3a3-4168-a12e-61cc2c1ac618,509d2bdb-c397-4d3e-9ce3-00ee2275a998,4269100,INR,CARD,failed,BANK_TIMEOUT,1,20,6,218,1132,0.48,TRUE,RETRY,SUCCESS,4269100,2026-08-30T01:29:50.038874
c91f9f63-4490-411f-b3bb-d43b01f31062,27dddbac-74ff-4d4a-9965-851cceffbb74,3285800,INR,CARD,failed,INSUFFICIENT_FUNDS,1,13,3,697,196,0.82,TRUE,REMINDER,SUCCESS,3285800,2026-08-30T17:05:50.038891
04ee49df-30a6-4bfb-ae17-014f81033f6f,afb854f3-eb57-4094-948e-ca12fddcde8c,4546900,INR,NETBANKING,failed,NETWORK_ERROR,1,19,1,330,153,0.65,TRUE,RETRY,SUCCESS,4546900,2026-08-30T17:48:50.038907
f82f3a50-3568-4b5c-b5df-60ae0cf5549c,103bd111-2c36-4756-ac29-684bb4adc6e5,225600,INR,UPI,failed,INVALID_PAYMENT_STATE,1,5,0,246,425,0.57,FALSE,NO_ACTION,FAILURE,0,2026-08-30T13:16:50.038921
469e961b-23e6-4949-8245-5e133e9457b7,7c5c753f-1984-43f6-a9fc-66f9f7d76881,2620200,INR,NETBANKING,failed,BANK_TIMEOUT,1,13,5,148,1161,0.77,TRUE,RETRY,FAILURE,0,2026-08-30T01:00:50.038936
161d8de3-c5fe-469b-82f6-c958eeb1e8ca,8cfb9042-b266-444b-a06d-bd04cfbe1337,2525500,INR,CARD,failed,BANK_TIMEOUT,4,12,6,309,161,0.5,TRUE,RETRY,SUCCESS,2525500,2026-08-30T17:40:50.038952
ebf2147a-952b-4bad-917c-a4102286c476,ee712a50-81c9-491b-bb47-3402bd1e1f4c,1531300,INR,CARD,failed,NETWORK_ERROR,2,15,1,84,1220,0.42,TRUE,RETRY,SUCCESS,1531300,2026-08-30T00:01:50.038969
8908a1f9-b175-4ab4-a0f4-2222d81dab74,808c2925-9cc5-45d7-be68-96f0e0fccce4,2962700,INR,UPI,failed,NETWORK_ERROR,3,7,5,948,885,0.25,TRUE,RETRY,SUCCESS,2962700,2026-08-30T05:36:50.038984
d6fa625f-5852-4b19-89b2-2b70dfe7d8c4,e09308ba-5ad6-4624-8818-f1549cd136e6,4064100,INR,UPI,failed,BANK_TIMEOUT,1,12,1,850,549,0.22,TRUE,RETRY,SUCCESS,4064100,2026-08-30T11:12:50.039002
007c1753-a60c-4474-9aa9-4b71b413abd6,476794c4-d27b-4143-bd98-4fc034b59d35,2563400,INR,UPI,failed,BANK_TIMEOUT,1,1,0,816,632,0.46,TRUE,RETRY,SUCCESS,2563400,2026-08-30T09:49:50.039018
e0b701eb-5de0-4007-bf7b-5f235e5f76a6,78df6a4e-37fe-4c66-b80a-5ca9fb2dfd10,1238000,INR,UPI,failed,INSUFFICIENT_FUNDS,1,16,2,480,212,0.12,FALSE,NO_ACTION,FAILURE,0,2026-08-30T16:49:50.039032
d3cc9de4-b680-4cc1-be7b-46c123149ae7,810be93a-a822-435d-bb58-e0f0133789d5,3922000,INR,UPI,failed,NETWORK_ERROR,1,20,3,788,598,0.43,TRUE,RETRY,SUCCESS,3922000,2026-08-30T10:23:50.039047
b14aecad-b065-4860-a9e7-248842ac2bca,b87127f6-2313-44f7-8407-d15a9715fa50,1600800,INR,UPI,failed,BANK_TIMEOUT,1,4,1,156,285,0.32,TRUE,RETRY,SUCCESS,1600800,2026-08-30T15:36:50.039063
2428522c-5ead-4d53-acdd-ab0bfbcd4d64,0bb8e405-eb0f-413b-9460-396118392f8f,2858600,INR,UPI,failed,BANK_TIMEOUT,2,2,1,896,740,0.3,TRUE,RETRY,SUCCESS,2858600,2026-08-30T08:01:50.039079
5817d572-3138-4c9f-b500-4f11831d60ae,e4ecf7eb-dd3a-4f9b-a9d8-92f276194f51,4051400,INR,UPI,failed,BANK_TIMEOUT,1,6,1,957,811,0.37,TRUE,RETRY,FAILURE,0,2026-08-30T06:50:50.039093
6298d798-ef03-4532-bded-c6a6453dcd68,abfde68e-ec07-4d11-b230-b92bd1f44428,2895000,INR,UPI,failed,PAYMENT_EXPIRED,2,5,2,925,1218,0.21,FALSE,NO_ACTION,FAILURE,0,2026-08-30T00:03:50.039107
f4a9c4f1-57e2-43ee-94a6-fe2f2b9f2b40,3713e628-af30-4c74-b2f7-e0c53e46941b,1326300,INR,UPI,failed,BANK_TIMEOUT,1,18,3,245,654,0.33,TRUE,RETRY,SUCCESS,1326300,2026-08-30T09:27:50.039122
02173818-d36f-4938-9d86-2b1ea57f64af,19332cf7-fe25-43ee-b22a-9f5a3a21dbcb,1598700,INR,UPI,failed,BANK_TIMEOUT,2,3,2,625,748,0.19,TRUE,RETRY,SUCCESS,1598700,2026-08-30T07:53:50.039137
faf49793-e249-4fb0-bacd-931a13c8a5f7,cbae46be-c596-4dd8-8ed3-69c686213356,1189100,INR,CARD,failed,INSUFFICIENT_FUNDS,3,15,2,771,946,0.85,FALSE,NO_ACTION,FAILURE,0,2026-08-30T04:35:50.039156
3c99133a-f056-4159-9f51-c40d19411f1c,556546ed-5391-4054-b957-a59d9cf32272,1919200,INR,CARD,failed,BANK_TIMEOUT,2,8,4,936,838,0.64,TRUE,RETRY,SUCCESS,1919200,2026-08-30T06:23:50.039171
8c00ac35-c52f-4e17-9b51-844e1e7c70ef,2c4263fc-2944-4440-b32d-d7b651cd238b,4326600,INR,UPI,failed,NETWORK_ERROR,1,13,3,565,920,0.89,TRUE,RETRY,SUCCESS,4326600,2026-08-30T05:01:50.039187
1795593a-cea1-4dba-ac1c-2e00f82b6161,3f537f10-42f0-4655-a580-1d1372d08f1e,4543100,INR,UPI,failed,BANK_TIMEOUT,3,6,2,971,1437,0.82,TRUE,RETRY,SUCCESS,4543100,2026-08-29T20:24:50.039202
559bbca5-64ba-428b-aae8-88d25a4956fa,5607b60d-6ee3-4c29-82d2-222b25e48359,726700,INR,CARD,failed,CUSTOMER_ABANDONED,1,12,3,395,1326,0.59,FALSE,NO_ACTION,FAILURE,0,2026-08-29T22:15:50.039217
395e4dbd-295b-4e37-a203-d8e066ce0846,a55e7218-141b-4121-babc-7be4a213be2b,4449800,INR,CARD,failed,OTHER,1,16,2,193,882,0.18,FALSE,NO_ACTION,FAILURE,0,2026-08-30T05:39:50.039234
f176e580-b1ce-4887-9086-14ced0746fe4,a6cb5cc3-4a93-4961-b57e-94bde17000da,3356700,INR,CARD,failed,INSUFFICIENT_FUNDS,1,4,1,272,453,0.46,FALSE,NO_ACTION,FAILURE,0,2026-08-30T12:48:50.039249
98f65372-7f5c-43c7-a548-9e48f02b7c44,e09308ba-5ad6-4624-8818-f1549cd136e6,4463500,INR,UPI,failed,INSUFFICIENT_FUNDS,1,12,1,850,51,0.49,FALSE,NO_ACTION,FAILURE,0,2026-08-30T19:30:50.039263
9a00b0b7-b687-44bd-9156-b07aa2543f33,fcc8601e-6fcc-47e2-87f7-0a792549d3d9,572600,INR,UPI,failed,OTHER,1,10,2,98,639,0.37,TRUE,PAYMENT_LINK,SUCCESS,572600,2026-08-30T09:42:50.039277
22cb3e8c-b25d-44f6-a0ac-8df6d7d1b089,c5740b57-9218-4b18-bd71-cd879594021d,3130500,INR,UPI,failed,CUSTOMER_ABANDONED,1,6,0,231,138,0.34,TRUE,PAYMENT_LINK,SUCCESS,3130500,2026-08-30T18:03:50.039292
553d4a49-3e99-41b4-834e-add61fb6b385,a557a40b-c470-46f7-8b81-8d6f8b3d00f2,2258300,INR,CARD,failed,CUSTOMER_ABANDONED,1,11,0,242,500,0.51,TRUE,PAYMENT_LINK,SUCCESS,2258300,2026-08-30T12:01:50.039309
ea0d26eb-e173-4ccf-824a-f6d9abae8208,66982ecf-20f6-44a1-9469-269f083a6b63,3038100,INR,UPI,failed,NETWORK_ERROR,1,14,1,139,1312,0.63,TRUE,RETRY,SUCCESS,3038100,2026-08-29T22:29:50.039323
89115e63-70dd-46a0-8e32-da7d7dda7dd1,d599f809-3112-499b-91c4-86215467e0af,1303100,INR,UPI,failed,NETWORK_ERROR,1,2,0,764,440,0.26,TRUE,RETRY,FAILURE,0,2026-08-30T13:01:50.039337
d621f41d-1e0f-4ebf-9d61-1df5528300b6,cc673251-ae7e-4dbd-8aed-a97dc2e9cb58,3793700,INR,UPI,failed,INVALID_PAYMENT_STATE,1,6,2,68,668,0.26,FALSE,NO_ACTION,FAILURE,0,2026-08-30T09:13:50.039351
cba450de-0347-4ab9-879f-4d71057e7d21,5ebca925-3689-4484-98d7-8ba7ba1c7be2,3217800,INR,UPI,failed,INSUFFICIENT_FUNDS,1,12,1,149,1252,0.41,FALSE,NO_ACTION,FAILURE,0,2026-08-29T23:29:50.039365
169b9e42-2633-48d6-9820-23c25ace17f6,25d70699-845e-48e1-9e59-63e231f5facc,3010600,INR,CARD,failed,PAYMENT_EXPIRED,2,2,1,626,610,0.83,FALSE,NO_ACTION,FAILURE,0,2026-08-30T10:11:50.039380
2eddb411-3f87-4ed6-83fe-b00ca63d577e,e2882e87-115a-4ec0-9fbb-75027c339e83,887800,INR,UPI,failed,BANK_TIMEOUT,1,16,5,614,765,0.65,TRUE,RETRY,SUCCESS,887800,2026-08-30T07:36:50.039396
c3cb96e8-9089-47a6-9731-2ea69380f525,ea155768-4dc4-4241-a4ea-47c1ea3153c5,3777000,INR,UPI,failed,BANK_TIMEOUT,1,7,0,603,1421,0.84,TRUE,RETRY,SUCCESS,3777000,2026-08-29T20:40:50.039412
e4906e88-f3e6-4167-b09b-9a7b354f6ee4,0bb8e405-eb0f-413b-9460-396118392f8f,3218900,INR,UPI,failed,BANK_TIMEOUT,2,2,1,896,1269,0.14,TRUE,RETRY,SUCCESS,3218900,2026-08-29T23:12:50.039426
8fc94d02-7d6f-46bc-8c65-272c19314725,3cc49d27-acbc-4fa3-a199-412da34acdc7,1288700,INR,CARD,failed,OTHER,1,18,4,22,1014,0.43,FALSE,NO_ACTION,FAILURE,0,2026-08-30T03:27:50.039440
742f2159-6d5e-489d-a56b-73d6d4ae4357,f0ed4a4d-edde-42f7-8a61-a739ce97e30b,2918800,INR,UPI,failed,BANK_TIMEOUT,1,14,0,933,452,0.33,TRUE,RETRY,SUCCESS,2918800,2026-08-30T12:49:50.039457
54521dcb-91ca-4175-a9ad-8f167a248b87,f91551e1-4b40-4aab-9358-c35d66c59012,3007100,INR,UPI,failed,CUSTOMER_ABANDONED,1,17,0,883,1047,0.19,FALSE,NO_ACTION,FAILURE,0,2026-08-30T02:54:50.039471
3277c4e9-e189-4f0c-81ca-03ed58326511,b5453ec5-2277-42dc-8b12-b55483ed9c5b,3569300,INR,CARD,failed,NETWORK_ERROR,2,1,1,580,86,0.71,TRUE,RETRY,SUCCESS,3569300,2026-08-30T18:55:50.039485
8b41b49f-c94d-4756-b111-8ea24ae61d31,02d1f47d-1a74-4e1d-bc12-6b8537ecda62,681100,INR,CARD,failed,CUSTOMER_ABANDONED,1,2,0,28,67,0.46,FALSE,NO_ACTION,FAILURE,0,2026-08-30T19:14:50.039499
e49ff875-84be-42c4-bdc4-3bff6fdfddd6,0d45cab0-39f8-485f-93db-d505b2410550,580000,INR,UPI,failed,OTHER,2,20,10,843,486,0.27,TRUE,PAYMENT_LINK,SUCCESS,580000,2026-08-30T12:15:50.039514
12ced99d-0c34-4429-b57d-19766ac78d4f,ddb4d83e-b10e-4519-b74f-ee362bbaeb4d,4667900,INR,CARD,failed,NETWORK_ERROR,1,0,0,995,424,0.0,TRUE,RETRY,FAILURE,0,2026-08-30T13:17:50.039533
281550fc-28ec-4ad6-a6a7-290962a49843,a1aeeb8e-a743-4dc7-8c3f-e7bb91cce532,2309100,INR,UPI,failed,INSUFFICIENT_FUNDS,1,14,6,390,600,0.33,FALSE,NO_ACTION,FAILURE,0,2026-08-30T10:21:50.039549
1e9243a3-ccda-483f-83ff-7bb8436550dc,509d2bdb-c397-4d3e-9ce3-00ee2275a998,3381200,INR,WALLET,failed,CUSTOMER_ABANDONED,1,20,6,218,843,0.84,TRUE,PAYMENT_LINK,FAILURE,0,2026-08-30T06:18:50.039566
a499558e-1c5a-46f1-9e8b-0ca0823f936d,a8d4fce0-1114-46ec-ba57-44bd1c96a582,4606800,INR,NETBANKING,failed,BANK_TIMEOUT,2,17,7,952,507,0.71,TRUE,RETRY,SUCCESS,4606800,2026-08-30T11:54:50.039582
903f8414-90cf-4a75-97ba-47c00085dc2e,77cb34db-5ef2-4439-8308-aa51c18fc698,4154500,INR,UPI,failed,NETWORK_ERROR,1,20,2,213,1298,0.74,TRUE,RETRY,SUCCESS,4154500,2026-08-29T22:43:50.039597
cf975824-381d-418a-ab50-ea13510efe14,f5a93236-6074-4b28-a047-97fa38c86e72,1833300,INR,CARD,failed,INVALID_PAYMENT_STATE,1,7,1,635,1000,0.36,FALSE,NO_ACTION,FAILURE,0,2026-08-30T03:41:50.039614
adf95708-bccc-42fd-bbb0-777604dccef1,b5453ec5-2277-42dc-8b12-b55483ed9c5b,4811900,INR,UPI,failed,OTHER,1,1,0,580,1429,0.39,FALSE,NO_ACTION,FAILURE,0,2026-08-29T20:32:50.039629
5cfc9c7d-d475-4d29-82bd-d179d28d158f,114d727c-cba6-4704-a4d5-8853928220ba,2616400,INR,UPI,failed,NETWORK_ERROR,1,16,4,604,550,0.36,TRUE,RETRY,SUCCESS,2616400,2026-08-30T11:11:50.039643
8f163d66-babc-4868-8a17-c7acf0ab87c1,47e5b315-f681-454b-bfd4-603638858be5,3720200,INR,NETBANKING,failed,CUSTOMER_ABANDONED,2,20,4,409,100,0.14,TRUE,PAYMENT_LINK,FAILURE,0,2026-08-30T18:41:50.039659
d933a3cd-b983-424b-9a65-10c866c39106,fdeb0fb9-3b00-4933-8758-8450de4fb063,824200,INR,NETBANKING,failed,BANK_TIMEOUT,1,18,2,460,877,0.26,TRUE,RETRY,SUCCESS,824200,2026-08-30T05:44:50.039674
dbf94ae9-6c88-436f-b1cb-090c4d011359,4409b2e1-e2ae-4bc2-86f8-0947c57c9996,1988300,INR,UPI,failed,OTHER,1,1,0,779,1341,0.39,FALSE,NO_ACTION,FAILURE,0,2026-08-29T22:00:50.039689
5c45f268-9153-415b-a927-04fa8f488bdd,66ef52b9-1922-4b27-be38-f9e7fec9e872,4262700,INR,UPI,failed,NETWORK_ERROR,1,9,2,511,1433,0.7,TRUE,RETRY,SUCCESS,4262700,2026-08-29T20:28:50.039704
87cbef18-9859-413c-a0e9-6befc9b3c6c1,949d08f5-697f-439a-94bd-f4b551cd6dca,17100,INR,UPI,failed,BANK_TIMEOUT,1,13,1,301,1064,0.64,TRUE,RETRY,SUCCESS,17100,2026-08-30T02:37:50.039719
7a6efbc8-7bc2-4723-8e74-8751827c6a3d,0d45cab0-39f8-485f-93db-d505b2410550,800300,INR,WALLET,failed,NETWORK_ERROR,1,20,9,843,146,0.28,TRUE,RETRY,FAILURE,0,2026-08-30T17:55:50.039733
46912edd-acdd-4d24-a231-69cd46b64e6a,789749b6-a788-4b00-b693-c3c4dfc24b3b,2063500,INR,UPI,failed,BANK_TIMEOUT,1,16,4,655,273,0.61,TRUE,RETRY,SUCCESS,2063500,2026-08-30T15:48:50.039747
a306b559-fcd9-44b5-ab4c-3bd7f62e62ce,e47d717d-08e1-4555-aef9-7740365f6e3b,65500,INR,CARD,failed,BANK_TIMEOUT,1,3,0,255,437,0.6,TRUE,RETRY,SUCCESS,65500,2026-08-30T13:04:50.039764
ea2bcb92-be2f-4a9d-ae53-35a4de397d4e,a0e9c5c7-44c4-48ac-9b70-1ba4698b2057,2909200,INR,NETBANKING,failed,BANK_TIMEOUT,1,17,4,458,253,0.57,TRUE,RETRY,FAILURE,0,2026-08-30T16:08:50.039778
706bf676-33eb-40f3-85c2-e46e55005b2f,4d787771-1ef2-4f59-bb2e-793da93929fa,926300,INR,UPI,failed,INSUFFICIENT_FUNDS,1,6,1,963,1231,0.58,FALSE,NO_ACTION,FAILURE,0,2026-08-29T23:50:50.039792
2996197f-5644-481e-8d40-ae2476a76e87,c84b79b8-d99f-4d98-99f9-5e22427ae61b,4535100,INR,UPI,failed,PAYMENT_EXPIRED,2,9,4,925,421,0.51,FALSE,NO_ACTION,FAILURE,0,2026-08-30T13:20:50.039807
